"Area","Region_name","Year","Obesity","Geo_zones","Obesity_m","Obesity_f","Overweight","Overweight_m","Overweight_f","Overweight_minor_age","Overweight_minor_age_m","Overweight_minor_age_f","Population","Population_m","Population_f","Ageing_index","More_65","More_65_m","More_65_f","Foreign_perc","Foreign_perc_m","Foreign_perc_f","Foreign_ue_perc","Foreign_ue_perc_m","Foreign_ue_perc_f","More_65_alone","More_65_alone_m","More_65_alone_f","Mean_family_components","AtLeast_1stGr_2ndry_school_perc","AtLeast_1stGr_2ndry_school_perc_m","AtLeast_1stGr_2ndry_school_perc_f","More_university_perc","More_university_perc_m","More_university_perc_f","wedding_perc","unemployment_perc","unemployment_perc_m","unemployment_perc_f","mortality_cancer_digestive_perc","mortality_cancer_digestive_perc_m","mortality_cancer_digestive_perc_f","mortality_cancer_stomach_perc","mortality_cancer_stomach_perc_m","mortality_cancer_stomach_perc_f","mortality_diabetes_perc","mortality_diabetes_perc_m","mortality_diabetes_perc_f","mortality_mental_disorders_perc","mortality_mental_disorders_perc_m","mortality_mental_disorders_perc_f","mortality_blood_perc","mortality_blood_perc_m","mortality_blood_perc_f","mortality_heart_perc","mortality_heart_perc_m","mortality_heart_perc_f","mortality_digestive_perc","mortality_digestive_perc_m","mortality_digestive_perc_f","mortality_liver_perc","mortality_liver_perc_m","mortality_liver_perc_f","mortality_suicide_simil_perc","mortality_suicide_simil_perc_m","mortality_suicide_simil_perc_f","Cigarettes_perc","Cigarettes_perc_m","Cigarettes_perc_f","Complete_breakfast_perc","Complete_breakfast_perc_m","Complete_breakfast_perc_f","Daily_cheese_perc","Daily_cheese_perc_m","Daily_cheese_perc_f","Daily_vegetables_perc","Daily_vegetables_perc_m","Daily_vegetables_perc_f","Dinner_principal_meal_perc","Dinner_principal_meal_perc_m","Dinner_principal_meal_perc_f","Red_meat_more_weekly_perc","Red_meat_more_weekly_perc_m","Red_meat_more_weekly_perc_f","Fish_more_weekly_perc","Fish_more_weekly_perc_m","Fish_more_weekly_perc_f","No_sport_perc","No_sport_perc_m","No_sport_perc_f","Regular_sport_perc","Regular_sport_perc_m","Regular_sport_perc_f","Geo_zones_Weekly_alcol_perc","Geo_zones_Weekly_alcol_perc_m","Geo_zones_Weekly_alcol_perc_f","Geo_zones_beer05more_daily_perc","Geo_zones_beer05more_daily_perc_m","Geo_zones_beer05more_daily_perc_f","Geo_zones_wine05more_daily_perc","Geo_zones_wine05more_daily_perc_m","Geo_zones_wine05more_daily_perc_f","bad_wealth_perc","bad_wealth_perc_m","bad_wealth_perc_f","life_exp_m","life_exp_f","life_exp","life_exp_good_wealth_m","life_exp_good_wealth_f","life_exp_good_wealth","life_exp_no_limitations_m","life_exp_no_limitations_f","life_exp_no_limitations","drug_consumption_perc","drug_consumption_perc_m","drug_consumption_perc_f","health_vs_gdp_expend_perc","family_health_vs_gdp_expend_perc","Urban_green","Avg_annual_wage","Avg_annual_wage_m","Avg_annual_wage_f","Medical_specialists_perc","Early_childhood_services_perc","Municipal_waste_generated","Separate_collection_municipal_waste_perc","Smoking_perc","Smoking_perc_m","Smoking_perc_f","Adequate_nutrition_perc","Adequate_nutrition_perc_m","Adequate_nutrition_perc_f","Alcohol_cons_perc","Alcohol_cons_perc_m","Alcohol_cons_perc_f","Air_quality_PM2.5_perc","Life_satisfaction_perc","Life_satisfaction_perc_m","Life_satisfaction_perc_f"
5,"Veneto",2022,10.54,"Nord Est",11.23,9.89,33.72,41.9,25.92,25.54,33.33,17.46,4848649,2381749,2466901,192.04,23.96,21.56,26.28,10.15,10.06,10.24,30.11,27.14,32.92,26.33,15.56,34.89,2.38,NA,NA,NA,NA,NA,NA,3,4.21,3.35,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26,9.59,8.77,84.71,82.68,86.65,22.61,22.57,22.66,53.24,49.7,56.64,24.01,26.97,21.18,60.35,65.44,55.46,56.56,57.52,55.64,26.56,23.47,29.53,31.64,35.78,27.66,11.57,15.78,7.57,0.85,1.57,0.16,2.23,3.85,0.7,4.68,4,5.33,81,85.59,83.295,61.29,59.78,60.535,65.4,66.92,66.16,43.13,40.42,45.75,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,16.3,19.7,12.9,16.4,14.3,18.6,19.6,28.7,10.9,NA,47.5,49.7,45.3
6,"Friuli-Venezia Giulia",2010,10.05,"Nord Est",11.18,9.03,38,47.02,29.79,20,17.19,23.21,1224326,591304,633022,187.04,23.48,20.03,26.7,8.17,8.5,7.86,3.46,2.73,4.19,29.17,16.01,38.5,2.28,79.7,84.81,74.97,10.01,9.22,10.73,3.1,5.69,5,6.58,12.24,13.18,6.73,2.23,2.61,1.11,3,2.95,1.52,3.58,2.69,2.16,40.7,32.58,23.76,15.17,13.72,8.11,5.32,4.73,3.18,1.37,1.6,0.73,0.85,1.24,0.4,11.18,12.46,9.32,80.72,76.46,84.69,34.36,37.16,31.76,65.9,62.6,68.97,20.91,22.37,19.54,64.78,69.22,60.64,50.6,51.12,50.11,28.99,26.67,31.16,24.18,26.67,21.86,10.33,16.82,4.23,0.91,1.61,0.26,3.96,7.51,0.62,6.61,4.98,8.1,79.15,84.72,81.935,59.39,58.4,58.895,63.34,66.51,64.925,42.42,36.96,47.54,10.18,3.15,NA,20864,24641.5,15984.7,NA,20.2,497,49.5,21.9,26.7,17.5,25.3,21.9,28.4,24.8,35,15.2,100,46.8,47.9,45.7
6,"Friuli-Venezia Giulia",2011,11.79,"Nord Est",14.41,9.39,37.9,48.07,28.53,19.69,23.44,15.87,1223195,590402,632793,188.47,23.78,20.43,26.9,8.58,8.8,8.38,3.28,2.58,3.96,30.84,18.23,39.88,2.25,80.48,85.75,75.61,9.91,9.28,10.5,2.8,5.16,4.12,6.47,12.9,13.93,6.87,2.37,2.83,1.12,2.99,2.81,1.55,4.2,3.04,2.5,40.11,32.82,22.28,15.23,13.75,7.73,5.18,4.75,2.91,1.23,1.45,0.61,0.86,1.42,0.33,12.28,13.61,10.63,80.14,74.81,85.1,33.41,30.04,36.55,63.55,57.7,69,22.02,25.44,18.84,62.23,66.98,57.81,49.99,49.12,50.79,27.91,23.95,31.6,24.96,28.15,21.99,10.22,16.72,4.11,0.84,1.48,0.23,3.28,5.78,0.93,5.94,4.99,6.81,79.33,84.65,81.99,61.8,60.6,61.2,64.23,64.78,64.505,43.78,40.08,47.25,10.3,3.33,64.2,21322,25281,16238.5,28.4,20.9,471,53.6,21.8,25.2,18.6,25.5,21.9,28.9,25,36.8,13.8,100,48.8,47.7,49.7
6,"Friuli-Venezia Giulia",2012,10.68,"Nord Est",12.05,9.41,34.92,45.48,25.2,25,28.57,21.31,1223004,590245,632759,191.48,24.24,20.96,27.3,7.98,7.86,8.09,26.1,23.01,28.89,33.99,19.96,44.13,2.21,79.23,83.93,74.78,10.47,9.63,11.26,3.1,6.74,5.67,8.09,12.48,12.96,6.78,1.98,2.12,1.06,2.94,2.55,1.68,3.8,2.5,2.29,41.5,33.64,22.66,15.33,13.67,7.61,5.2,4.97,2.71,1.1,1.31,0.53,0.93,1.38,0.44,12.03,13.98,9.64,77.69,74.84,80.36,33.57,34.36,32.84,60.58,55.7,65.12,23.72,27.11,20.56,63.87,68.22,59.81,47.22,45.5,48.82,30.42,26.66,33.93,24.79,28.75,21.1,10.43,16.53,4.7,0.65,1.28,0.06,3.02,5.44,0.75,6.54,4.87,8.08,79.29,84.73,82.01,60.92,62.13,61.525,66.1,66.93,66.515,40.4,35.15,45.32,10.28,3.07,64.2,21560,25478.4,16492,27.4,15.5,451,57.5,21.6,25.1,18.4,24.2,21.1,27,22.1,34.3,10.8,95.8,41.2,42.6,39.8
6,"Friuli-Venezia Giulia",2013,10.24,"Nord Est",12.75,7.92,35.62,43.6,28.28,19.23,16.67,21.88,1223667,590953,632714,194.4,24.62,21.4,27.63,8.37,8.22,8.5,27.18,23.99,30.06,33.69,20.33,43.45,2.22,82.05,82.05,86.8,12.65,12.65,12.07,2.8,7.69,6.49,9.21,11.97,11.95,6.69,1.81,1.89,0.96,2.86,2.76,1.42,4.23,2.31,2.71,40.76,32.38,21.64,15.12,13.57,7.15,5,4.39,2.7,1.1,1.28,0.53,0.99,1.45,0.46,11.76,12.99,10.31,81.6,77.52,85.38,29.61,31.09,28.23,61.34,56.63,65.7,23.68,23.86,23.5,60.55,64.41,56.97,47.51,48.87,46.26,28.37,24.35,32.1,26.78,30.09,23.71,9.22,14.7,4.11,0.47,0.84,0.13,3,5.27,0.87,5.19,3.06,7.15,79.51,84.69,82.1,62.51,58.57,60.54,65.91,65.19,65.55,42.86,36.82,48.52,9.93,2.9,64.2,21956.4,25812.1,16920.1,28.8,19.9,447,59.1,19.3,21.8,16.9,21.9,17.8,25.7,21,31.3,11.4,100,42.2,43.1,41.4
6,"Friuli-Venezia Giulia",2014,11.14,"Nord Est",12.73,9.68,34.87,44.25,26.21,20.33,20.97,19.67,1221995,590605,631390,198.13,25.01,21.85,27.97,8.79,8.65,8.92,32.02,29.67,34.16,30.98,19.84,39.21,2.25,82.68,87.65,78.1,12.53,12.31,12.73,2.8,8,7.31,8.88,11.59,11.6,6.07,1.6,1.74,0.69,2.62,2.36,1.32,3.7,2.1,2.27,38.98,29.23,20.91,14.35,11.75,7.09,4.49,3.91,2.33,1.17,1.38,0.52,0.94,1.28,0.53,11.39,12.57,10.23,83.38,79.69,86.86,32.03,33.94,30.23,61.7,56.41,66.66,23.42,25.71,21.27,58.18,62.36,54.25,49.71,49.47,49.93,27.81,25.09,30.37,24.73,27.66,21.97,10.07,15.64,4.84,0.62,1.13,0.14,2.64,4.63,0.76,7.37,5.23,9.34,80.12,85.13,82.625,61.6,58.15,59.875,67.95,63.33,65.64,43.73,38.78,48.39,9.81,3.04,64.3,22261.3,26202.5,17131,29,21.9,453,60.4,20.4,20.9,19.9,19.3,17,21.5,21.5,31.7,12,91.3,42.8,43.4,42.3
6,"Friuli-Venezia Giulia",2015,9.79,"Nord Est",10.94,8.72,32.55,41.59,24.15,21.74,25,18.57,1217609,588844,628766,202.55,25.37,22.26,28.29,8.79,8.6,8.96,3.03,2.46,3.54,29.85,18.33,38.45,2.23,83.22,88.14,78.67,12.8,12.32,13.25,2.9,8,6.72,9.66,11.92,11.62,6.2,1.81,1.97,0.83,2.97,2.57,1.48,4.6,3.18,2.36,43.32,31.51,22.71,15.08,12.47,7.09,4.98,4.18,2.62,1.05,1.16,0.48,0.92,1.28,0.44,10.55,11.71,9.23,82.13,78.44,85.59,29.59,27.39,31.65,61.73,57.35,65.84,21.95,23.74,20.28,63.62,67.43,60.05,53.47,51.79,55.04,29.77,26.43,32.9,28.09,31.65,24.76,10.46,16.19,5.1,0.53,1.05,0.05,2.94,5.06,0.96,5.44,4.07,6.7,79.92,85.03,82.475,62.01,58.46,60.235,65.96,66.79,66.375,43.27,36.89,49.27,10.13,3.14,64.5,22476.2,26546.4,17192.6,28.8,20.3,462,62.9,18.9,21.2,16.7,21.2,17,25.1,22.4,32.7,12.9,92.6,44.3,43.2,45.4
6,"Friuli-Venezia Giulia",2016,10.62,"Nord Est",11.93,9.41,35.33,46.08,25.44,23.58,32.81,13.56,1213187,586990,626198,207.27,25.68,22.6,28.57,8.65,8.45,8.84,33.51,31.02,35.75,29.08,18.34,37.16,2.23,83.85,88.43,79.61,12.71,12.01,13.36,2.9,7.54,5.98,9.47,12.18,12.68,6.46,1.82,2.04,0.87,2.37,2.21,1.25,4.62,3.33,2.84,40.68,33.13,23.06,13.71,12.99,6.82,4.77,4.64,2.49,1.09,1.3,0.51,0.8,1.14,0.33,10.42,10.87,9.89,80.78,77.2,84.13,26.24,28.16,24.44,63.27,58.32,67.93,24.35,26.43,22.4,53.53,62.5,45.11,54.3,53.42,55.12,26.16,24.3,27.91,27.6,31.99,23.48,10.89,17.64,4.54,0.59,0.98,0.22,2.96,5.08,0.97,5.35,4.18,6.42,80.36,85.43,82.895,62.04,59.26,60.65,65.85,67.19,66.52,40.6,35.88,45.05,10.07,3.11,64.6,22706.5,26792.6,17420,29.9,22.2,480,67.1,19.6,21.6,17.7,20.1,16,24,24.1,34.1,14.8,88,45.4,46.2,44.6
6,"Friuli-Venezia Giulia",2017,11.83,"Nord Est",14.34,9.57,35.24,44.49,26.88,25.95,28.77,22.41,1210662,586585,624077,211.67,25.92,22.85,28.81,8.57,8.29,8.83,34.29,31.71,36.56,32.95,21.09,41.93,2.18,84.34,88.09,80.86,14.51,12.87,16.03,2.7,6.72,5.59,8.12,11.79,11.99,6.3,1.92,2.08,0.91,2.92,2.68,1.51,4.89,3.24,3.02,42.2,33.62,23.73,13.49,12.48,6.61,4.58,4.31,2.4,0.94,1.21,0.34,0.98,1.43,0.38,10.45,11.39,9.15,82.69,81.01,84.28,27.9,26.26,29.46,64.33,60.17,68.27,25.25,29.15,21.57,61.11,68.2,54.39,54.18,57.55,50.99,26.46,20.56,32.07,26.97,30.49,23.64,10.47,15.78,5.5,0.74,1.51,0.02,2.19,3.74,0.74,6.36,3.02,9.46,80.67,85.45,83.06,62.88,59.72,61.3,66.15,64.67,65.41,43.75,38.54,48.66,10.19,3.15,64.6,22390.8,26468.5,17134.7,30.5,24.6,487,65.5,18,21.7,14.4,23.6,18.5,28.5,20.6,30.4,11.4,92.3,43.4,44.8,42
6,"Friuli-Venezia Giulia",2018,12.07,"Nord Est",13.35,10.87,33.31,42.5,24.74,22.48,24.62,20.31,1210785,588105,622680,216.02,26.13,23.06,29.03,8.77,8.6,8.93,34.38,31.35,37.14,36.27,23.64,45.88,2.14,85.67,89.5,82.11,15.35,14.27,16.36,2.8,6.69,5.52,8.12,12.33,12.11,6.56,1.83,1.91,0.91,2.97,2.59,1.56,4.82,2.94,3.01,40.16,30.37,22.64,12.53,10.72,6.39,4.48,3.78,2.59,0.91,1.02,0.42,1.04,1.43,0.46,11.23,12.25,9.97,84.62,83.32,85.84,26.88,28.19,25.67,60.7,55.74,65.34,23.93,26.19,21.81,56.11,64.27,48.5,55.1,55.63,54.61,24.6,20.56,28.36,30.03,37.26,23.28,11.19,17.17,5.58,0.67,1.21,0.16,2.33,3.99,0.77,7.56,4.52,10.39,80.84,85.43,83.135,61.8,58.26,60.03,64.04,65.56,64.8,44.64,39.25,49.75,9.86,3.15,64.4,22593.2,26654.6,17318.5,30.6,25.9,492,66.6,16.6,19,14.3,22.9,20.5,25.2,20.2,28.2,12.5,89.3,44.9,47,42.9
6,"Friuli-Venezia Giulia",2019,11.08,"Nord Est",10.93,11.22,32.56,40.17,25.49,23.62,28.79,18.03,1208315,587691,620624,221.14,26.38,23.33,29.26,8.73,8.69,8.77,34.01,30.63,37.18,32.39,20.84,41.24,2.19,84.37,88.44,80.52,14.48,12.88,15.99,2.7,6.12,4.68,7.93,11.86,11.28,6.35,2.07,2.05,1.02,2.9,2.5,1.48,5.26,3.39,3.06,39.98,29.77,22.07,12.55,10.76,6.16,5.16,4.56,2.64,1.04,1.29,0.38,0.78,1.12,0.29,10.95,12.21,9.29,83.67,80.35,86.82,28.75,30.09,27.48,59.22,52.98,65.13,20.98,21.47,20.52,58.33,64.2,52.76,52.48,52.05,52.89,25.23,21.64,28.64,30.08,34.38,25.99,10.48,15.95,5.32,0.71,1.27,0.17,2.25,3.84,0.75,5.98,5.26,6.65,81.3,85.86,83.58,62.08,61.61,61.845,66.32,66.55,66.435,44.52,40.48,48.37,9.43,3.08,64.5,22852.4,26921.6,17553.3,30.8,28.4,499,67.2,18.1,21.7,14.7,20.6,14.7,26.2,19,27.6,10.9,89.3,46.5,47.5,45.6
6,"Friuli-Venezia Giulia",2020,11.7,"Nord Est",13.08,10.43,35.06,45.22,25.69,24.07,31.49,16.3,1203863,586290,617573,225.56,26.55,23.53,29.42,8.91,8.82,9,33.96,30.63,37.06,30.17,19.42,38.41,2.23,87.34,91,83.93,15.74,14.46,16.94,1.7,5.64,4.2,7.44,11.63,11.31,5.83,1.68,1.68,0.82,3.03,2.5,1.5,5.41,3.48,3.16,41.96,30.33,23.12,12.96,10.66,6.38,4.57,3.8,2.49,0.88,0.94,0.44,0.89,1.23,0.38,9.68,10.57,8.55,83.86,81.27,86.33,28.16,29.53,26.85,60.15,55.7,64.39,19.59,21.92,17.38,54.16,59.6,49,49.65,50.25,49.07,25.15,20.38,29.68,32.29,36.24,28.52,10.14,14.88,5.69,1.14,1.99,0.35,3.09,5.46,0.87,5.15,3.92,6.3,80.28,85.1,82.69,63.88,63.97,63.925,64.59,66.13,65.36,39.84,34.75,44.66,10.12,3.1,64.9,21667.1,25625.7,16480.1,30.1,26.5,496,68,15.7,18,13.6,21.7,21.9,21.5,22.3,31.5,13.6,85.7,49.4,52.7,46.3
6,"Friuli-Venezia Giulia",2021,12.24,"Nord Est",13.12,11.43,33.53,41.56,26.06,21.26,27.69,14.52,1198079,584283,613796,229.42,26.67,23.67,29.52,9.57,9.67,9.47,34.05,31.1,36.91,31.23,20.78,39.26,2.21,NA,NA,NA,NA,NA,NA,2.5,5.71,4.3,7.43,11.36,10.47,6.01,1.9,1.84,0.99,3.11,2.65,1.52,4.78,2.82,2.86,40.27,29.49,21.66,11.89,10.67,5.37,4.87,4.02,2.66,0.91,1.08,0.34,0.97,1.42,0.34,11.13,11.77,10.33,84.11,82.31,85.83,25.39,27.05,23.81,60.94,55.55,66.04,22.25,26.13,18.58,60.43,65.29,55.84,54.47,55.64,53.37,24.96,21.54,28.19,24.28,28.9,19.9,9.15,13.39,5.15,0.65,1.05,0.27,2.35,4.02,0.77,5.6,5.34,5.84,79.6,84.8,82.2,62.72,59.33,61.025,65.16,63.42,64.29,44.06,38,49.8,NA,NA,65.4,NA,NA,NA,31.3,30.5,501,67.9,18.2,20.5,15.9,21.3,18.5,23.8,20,29.6,10.7,88,49.2,52.7,46
6,"Friuli-Venezia Giulia",2022,12.12,"Nord Est",14.55,9.85,34.62,42.79,26.96,14.05,17.74,10.17,1194448,582803,611645,234.5,26.83,23.86,29.67,9.44,9.51,9.38,32.97,29.53,36.3,31.67,21.88,39.21,2.17,NA,NA,NA,NA,NA,NA,2.8,5.32,4.25,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,11.41,8.49,83.12,80.29,85.81,23.84,26,21.78,57.15,50.83,63.16,21.59,23.81,19.47,53.42,56.91,50.1,55.89,56.65,55.16,23.48,19.09,27.67,28.86,32.75,25.17,11.57,15.78,7.57,0.85,1.57,0.16,2.23,3.85,0.7,5.49,3.87,7,79.6,84.8,82.2,61.92,58.91,60.415,67.16,66.87,67.015,43.08,38.56,47.38,NA,NA,NA,NA,NA,NA,33.1,NA,NA,NA,20.2,22.8,17.7,18.5,15.8,21.2,21.9,29.1,14.9,NA,46.5,49.1,44
7,"Liguria",2010,7.76,"Nord Ovest",7.05,8.38,32.74,42.37,24.21,16.67,17.57,15.71,1592065,753305,838761,234.68,27.06,23.48,30.28,7.07,7.02,7.12,6.6,5.64,7.45,33.16,18.96,43.14,2.11,79.47,83.92,75.51,13.61,13.87,13.37,3.3,6.6,5.86,7.53,11.86,10.51,6.05,1.53,1.35,0.78,4.06,2.94,2.22,3.77,1.91,2.17,49.02,34.22,24.78,14.75,12.48,6.41,5.06,3.91,2.72,1.14,1.22,0.53,0.38,0.51,0.18,12.06,12.97,10.84,84.54,82.33,86.53,26.4,26.91,25.95,53.74,48.43,58.53,28.3,31.05,25.81,69.7,74.62,65.25,62.94,60.92,64.78,40.94,35.22,46.12,21.62,26.08,17.6,8.1,13,3.53,0.82,1.33,0.35,3.8,6.74,1.05,6.72,6.07,7.3,79.38,84.27,81.825,61.75,60.56,61.155,66.08,68.16,67.12,42.74,37.66,47.36,8.88,1.77,NA,20572,24243.8,15648.2,NA,16.6,623,25.6,21.4,25.3,17.8,22,19,24.7,22,30.3,14.4,93.8,46.3,45.4,47
7,"Liguria",2011,8.31,"Nord Ovest",8.61,8.05,34.4,44.88,25.08,19.31,20.27,18.31,1591345,753185,838160,235.17,27.18,23.65,30.36,7.87,7.77,7.96,6.14,5.32,6.86,34,23.46,41.44,2.12,79.49,83.36,76.05,13.24,12.62,13.79,3.2,6.42,5.83,7.16,12.79,11.55,6.39,1.67,1.66,0.78,4.13,3.05,2.02,4.4,2.48,2.33,50.16,34.52,24.67,16.12,13,6.97,4.92,3.91,2.5,1.09,1.16,0.51,0.5,0.75,0.16,12.88,14.33,10.8,84.8,82.72,86.67,26.59,28.11,25.23,52.75,49.95,55.28,31.99,34.31,29.89,70.59,73.95,67.54,63.87,64.56,63.25,42.61,36.73,47.88,21.78,27.08,16.97,8.66,14.35,3.32,1.13,2.11,0.21,3.5,5.94,1.2,7.08,5.92,8.12,79.22,84.25,81.735,61.14,60.15,60.645,65.07,67.33,66.2,41.92,38.22,45.28,8.62,1.81,17.4,20759,24552.7,15714.1,35,17.1,604,28.6,21.9,27.3,17,18.3,16.8,19.7,19.4,26.5,12.9,100,53.1,54.9,51.4
7,"Liguria",2012,6.94,"Nord Ovest",8.6,5.48,32.29,41.66,24.06,16.23,18.29,13.89,1588709,752702,836007,237.47,27.49,23.98,30.65,7.15,6.77,7.49,19.87,16.66,22.46,35.13,25.32,42.09,2.08,81.19,86.14,76.61,12.27,11.59,12.9,3.4,8.06,6.29,10.21,11.88,10.48,5.94,1.67,1.56,0.71,4.52,3.3,2.08,4.39,2.21,2.34,50.96,33.64,24.34,16.64,12.76,7.12,4.89,3.88,2.43,1.09,1.12,0.54,0.57,0.76,0.25,12.7,13.89,11.17,84.13,81.46,86.54,22.27,22.6,21.98,48.2,40.46,55.15,31.01,33.46,28.82,66.4,69.77,63.37,58.41,58.15,58.64,35.34,31.85,38.47,24.35,28.61,20.51,6.53,10.36,2.93,0.61,1.06,0.19,2.7,4.7,0.82,5.24,3.61,6.7,79.39,84.4,81.895,64.07,62.04,63.055,67.16,66.75,66.955,43.52,37.56,48.94,8.61,1.91,17.4,20923,24739.3,15906.7,33.2,15.6,578,30.9,22.2,26.4,18.4,18.6,15.4,21.4,17.9,23.4,12.9,90.5,35.5,37.1,34.1
7,"Liguria",2013,9.58,"Nord Ovest",11.02,8.3,31.57,39.56,24.44,19.5,26.25,12.66,1583822,751317,832505,239.57,27.74,24.27,30.88,7.6,7.21,7.95,20.4,17.14,23.06,35.82,23.95,44.3,2.06,80.65,80.65,84.48,14.55,14.55,14.36,3.2,9.82,8.93,10.9,12.53,11.04,6.04,1.61,1.65,0.57,4.3,3.1,2.05,4.5,2.25,2.38,49.23,32.45,22.96,15.73,12.27,6.44,5.01,3.39,2.73,0.94,0.88,0.49,0.55,0.73,0.28,12.47,13.55,11.08,81.59,79.97,83.06,22.3,21.93,22.64,46.89,40.47,52.72,32.67,34.46,31.03,68.74,75.11,62.96,58.27,60.2,56.52,42.72,37.67,47.32,21.07,26.54,16.1,6.84,11.09,2.87,0.73,1.27,0.24,3.03,5.17,1.03,6.09,4.38,7.62,79.49,84.5,81.995,61.01,60.53,60.77,66.2,67.34,66.77,42.31,37.71,46.5,8.71,1.96,17.5,21354,25194,16332.1,34,15.7,562,31.5,20.6,24,17.6,16.6,12.1,20.6,18.8,26.1,12.2,81.8,37.6,39.4,36
7,"Liguria",2014,8.93,"Nord Ovest",9,8.86,35.61,45.01,27.28,23.31,24.71,21.79,1574875,747655,827220,242.45,28.02,24.57,31.14,8.71,8.47,8.94,20.72,17.32,23.64,36.85,25.24,45.18,2.06,81.98,85.44,78.9,14.23,13.01,15.33,3.1,10.85,10.16,11.68,11.69,9.81,5.72,1.32,1.3,0.54,3.76,2.53,1.82,4.08,2.01,2.1,48.09,30.68,22.24,14.63,11.3,5.87,4.67,3.21,2.42,0.88,0.87,0.4,0.54,0.7,0.24,12.98,13.94,11.81,83.75,81.91,85.43,21.63,22.05,21.25,48.53,41.85,54.6,30.46,34.65,26.65,65.12,71.39,59.43,57.85,58.39,57.35,37.76,33.15,41.95,23.77,27.65,20.24,7.56,12.17,3.24,0.83,1.52,0.18,2.85,4.99,0.85,6.36,5.72,6.92,80.11,84.96,82.535,60.06,58.49,59.275,65.03,67.66,66.345,47.51,43.76,50.93,8.78,2.03,17.6,21496.2,25388.2,16426.1,34.1,14.6,568,34.3,18.9,21.6,16.5,20.2,14.8,25.1,15.9,22.4,10.1,85.7,39.3,37,41.3
7,"Liguria",2015,10.09,"Nord Ovest",11.45,8.9,33.53,40.44,27.51,18.87,19.32,18.31,1862301,889295,973007,229.28,27.25,23.94,30.27,8.79,8.51,9.05,4.93,4.12,5.62,36.66,24.85,45.19,2.05,82.82,86.49,79.56,14.49,13.45,15.42,3.2,9.19,8.94,9.49,12.25,10.25,5.98,1.49,1.34,0.66,4.49,2.81,2.21,5.14,2.5,2.54,50.6,31.2,22.89,14.42,10.67,5.6,5.13,3.65,2.46,0.96,0.97,0.4,0.46,0.67,0.15,12.49,13.41,11.34,84,80.7,87,24.15,24.07,24.23,49.37,41.37,56.66,34.34,38.66,30.4,62.3,66.67,58.31,57.55,56.12,58.86,36.19,31.06,40.87,24.17,29.84,19.01,8.11,13.21,3.37,0.77,1.35,0.24,2.83,5,0.8,7.26,4.89,9.38,79.94,84.6,82.27,59.34,58.65,58.995,65.93,65.22,65.575,45.61,39.24,51.42,8.65,2.11,17.8,21684.1,25682,16458.9,33.6,14.8,558,37.8,23.3,27.1,19.8,19.2,14.5,23.5,16,21.1,11.4,100,34.8,35.4,34.3
7,"Liguria",2016,9.13,"Nord Ovest",9.16,9.12,34.86,44.68,26.08,16.99,16.88,17.11,1554561,740256,814305,248.96,28.38,24.98,31.46,8.7,8.45,8.93,22.19,18.42,25.45,35.1,22.88,43.99,2.05,83.44,87.26,80.02,14.44,13.33,15.43,3.2,9.74,8.32,11.52,11.72,10.21,6.16,1.41,1.35,0.62,3.93,2.88,1.96,4.71,2.24,2.73,46.95,31.45,23.54,13.96,11.27,6.04,4.75,3.52,2.58,0.98,0.87,0.57,0.43,0.58,0.2,12.65,14.23,10.88,81.96,80.02,83.73,22.93,24.17,21.8,51.36,45.09,57.08,31.92,37.65,26.69,54.59,59.38,50.21,57.86,57.45,58.23,38.31,32.52,43.6,25,29.93,20.5,8.91,14.02,4.15,0.67,1.19,0.19,2.79,4.97,0.75,6.63,5.06,8.04,80.49,85.1,82.795,61.17,58.54,59.855,68.29,66.19,67.24,48.99,43.81,53.71,8.52,2.05,17.9,21916.4,25932.3,16664.2,34.8,15.1,544,43.7,22.5,25,20.2,19.4,17,21.7,19.2,25.8,13.2,91.7,39.2,39.5,38.9
7,"Liguria",2017,9.29,"Nord Ovest",11.11,7.66,32.45,39.95,25.7,12.73,15.85,9.64,1546460,738055,808406,252.09,28.45,25.05,31.55,8.86,8.73,8.97,22.35,18.25,26.01,34.31,24.13,41.76,2.05,83.75,86.89,80.94,14.44,12.83,15.88,3.2,9.46,7.77,11.57,12.41,10.69,6.34,1.71,1.58,0.81,4.48,3.2,2.25,5.07,2.68,2.75,49.57,32.19,24.38,13.63,10.65,5.82,5.07,3.71,2.69,0.9,0.89,0.46,0.47,0.63,0.19,12.15,12.3,11.95,85.37,82.18,88.29,22.33,20.17,24.3,49.66,41.86,56.81,28.92,30.55,27.42,59.9,65.27,54.98,57.84,57.51,58.15,34.69,29.22,39.7,28.79,34.57,23.49,7.23,11.27,3.46,0.67,1.17,0.21,2.47,4.07,0.97,7.4,6.31,8.38,80.58,84.92,82.75,60.14,60.75,60.445,66.56,67.9,67.23,48.5,43.15,53.4,8.42,2.06,18,21478.8,25496.3,16289.5,35.1,15.2,537,48.8,23.2,28.2,18.6,18.5,13.8,22.8,19.6,25.6,14.2,91.7,41.3,44.8,38.2
