"Area","Region_name","Year","Obesity","Geo_zones","Obesity_m","Obesity_f","Overweight","Overweight_m","Overweight_f","Overweight_minor_age","Overweight_minor_age_m","Overweight_minor_age_f","Population","Population_m","Population_f","Ageing_index","More_65","More_65_m","More_65_f","Foreign_perc","Foreign_perc_m","Foreign_perc_f","Foreign_ue_perc","Foreign_ue_perc_m","Foreign_ue_perc_f","More_65_alone","More_65_alone_m","More_65_alone_f","Mean_family_components","AtLeast_1stGr_2ndry_school_perc","AtLeast_1stGr_2ndry_school_perc_m","AtLeast_1stGr_2ndry_school_perc_f","More_university_perc","More_university_perc_m","More_university_perc_f","wedding_perc","unemployment_perc","unemployment_perc_m","unemployment_perc_f","mortality_cancer_digestive_perc","mortality_cancer_digestive_perc_m","mortality_cancer_digestive_perc_f","mortality_cancer_stomach_perc","mortality_cancer_stomach_perc_m","mortality_cancer_stomach_perc_f","mortality_diabetes_perc","mortality_diabetes_perc_m","mortality_diabetes_perc_f","mortality_mental_disorders_perc","mortality_mental_disorders_perc_m","mortality_mental_disorders_perc_f","mortality_blood_perc","mortality_blood_perc_m","mortality_blood_perc_f","mortality_heart_perc","mortality_heart_perc_m","mortality_heart_perc_f","mortality_digestive_perc","mortality_digestive_perc_m","mortality_digestive_perc_f","mortality_liver_perc","mortality_liver_perc_m","mortality_liver_perc_f","mortality_suicide_simil_perc","mortality_suicide_simil_perc_m","mortality_suicide_simil_perc_f","Cigarettes_perc","Cigarettes_perc_m","Cigarettes_perc_f","Complete_breakfast_perc","Complete_breakfast_perc_m","Complete_breakfast_perc_f","Daily_cheese_perc","Daily_cheese_perc_m","Daily_cheese_perc_f","Daily_vegetables_perc","Daily_vegetables_perc_m","Daily_vegetables_perc_f","Dinner_principal_meal_perc","Dinner_principal_meal_perc_m","Dinner_principal_meal_perc_f","Red_meat_more_weekly_perc","Red_meat_more_weekly_perc_m","Red_meat_more_weekly_perc_f","Fish_more_weekly_perc","Fish_more_weekly_perc_m","Fish_more_weekly_perc_f","No_sport_perc","No_sport_perc_m","No_sport_perc_f","Regular_sport_perc","Regular_sport_perc_m","Regular_sport_perc_f","Geo_zones_Weekly_alcol_perc","Geo_zones_Weekly_alcol_perc_m","Geo_zones_Weekly_alcol_perc_f","Geo_zones_beer05more_daily_perc","Geo_zones_beer05more_daily_perc_m","Geo_zones_beer05more_daily_perc_f","Geo_zones_wine05more_daily_perc","Geo_zones_wine05more_daily_perc_m","Geo_zones_wine05more_daily_perc_f","bad_wealth_perc","bad_wealth_perc_m","bad_wealth_perc_f","life_exp_m","life_exp_f","life_exp","life_exp_good_wealth_m","life_exp_good_wealth_f","life_exp_good_wealth","life_exp_no_limitations_m","life_exp_no_limitations_f","life_exp_no_limitations","drug_consumption_perc","drug_consumption_perc_m","drug_consumption_perc_f","health_vs_gdp_expend_perc","family_health_vs_gdp_expend_perc","Urban_green","Avg_annual_wage","Avg_annual_wage_m","Avg_annual_wage_f","Medical_specialists_perc","Early_childhood_services_perc","Municipal_waste_generated","Separate_collection_municipal_waste_perc","Smoking_perc","Smoking_perc_m","Smoking_perc_f","Adequate_nutrition_perc","Adequate_nutrition_perc_m","Adequate_nutrition_perc_f","Alcohol_cons_perc","Alcohol_cons_perc_m","Alcohol_cons_perc_f","Air_quality_PM2.5_perc","Life_satisfaction_perc","Life_satisfaction_perc_m","Life_satisfaction_perc_f"
7,"Liguria",2018,10.24,"Nord Ovest",9.34,11.05,34.8,42.49,27.85,15.23,14.47,16,1537261,735002,802259,255.45,28.52,25.15,31.61,9.12,9.1,9.14,22.32,18.06,26.2,34.37,23.04,42.71,2.05,85.67,89.36,82.36,16.31,14.64,17.8,3.2,9.9,8.05,12.15,12.24,10.6,6.01,1.46,1.35,0.64,4.16,3.03,1.97,5.12,2.55,2.76,48.54,31.45,23.51,12.74,10.31,5.16,5.49,3.97,2.82,0.8,0.75,0.4,0.52,0.73,0.2,11.15,11.49,10.73,85.17,82.67,87.47,25.69,25.7,25.69,50.82,44.16,56.93,26.05,28.3,23.99,55.56,61.78,49.86,59.77,61.46,58.22,32.85,28.08,37.23,26.95,31.26,23,7.83,12.12,3.82,0.88,1.58,0.23,2.42,4.28,0.67,6.16,5.14,7.07,80.49,84.97,82.73,60.47,56.76,58.615,66.15,66.25,66.2,49.93,45.39,54.09,8.46,2.08,18.1,21658.3,25611.3,16543.7,34.9,16.2,541,49.7,20,23.3,17,20.8,17.2,24.1,18.2,25.5,11.4,95.8,44.8,48.2,41.7
7,"Liguria",2019,10.38,"Nord Ovest",11.07,9.76,33.1,39.59,27.24,15.69,19.48,11.84,1528903,731957,796946,259.84,28.65,25.33,31.71,8.91,8.98,8.84,21.86,17.71,25.73,35.3,22.91,44.47,2.04,87.01,91.07,83.23,15.49,14.32,16.57,3,9.6,7.35,12.26,12.09,10.69,5.6,1.43,1.29,0.61,4.06,2.88,1.85,5.28,2.66,2.75,47.37,30.55,22.36,12.75,10.04,5.2,5.22,3.89,2.48,0.92,0.93,0.41,0.44,0.6,0.19,11.16,12.11,9.99,81.79,80.78,82.73,22.2,21.37,22.97,48.17,42.47,53.44,28.31,31.91,24.97,58.46,65.08,52.32,59.53,58.43,60.54,33.29,30.49,35.88,23.65,26.1,21.37,8.02,11.5,4.75,0.72,1.16,0.31,2.19,3.58,0.89,7.04,5.89,8.08,80.88,85.5,83.19,60.14,58.43,59.285,65.85,66.27,66.06,48.36,44.15,52.24,8.46,2.09,18.2,21735,25668.1,16630,35.5,17.2,538,53.4,19.8,23,16.8,20.8,16.5,24.7,18.2,23.7,13.1,84.6,42.7,43.3,42.1
7,"Liguria",2020,9.47,"Nord Ovest",9.04,9.86,35.7,43.17,29.01,17.46,19.7,15,1521661,729608,792053,262.37,28.74,25.44,31.78,9.17,9.26,9.09,21.85,17.76,25.68,36.79,26.2,44.65,2.04,86.64,90.16,83.47,16.27,14.95,17.46,1.8,8.3,7.23,9.59,11.51,9.78,5.7,1.43,1.21,0.72,5.15,3.47,2.42,5.89,2.71,3.19,50.43,31.66,23.88,13.47,10.62,5.34,5.38,4.02,2.62,0.98,1.02,0.43,0.52,0.72,0.17,9.95,11.21,8.7,85.24,82.84,87.45,23.05,21.22,24.74,49.58,43.43,55.22,26.21,31.05,21.77,60.29,64.78,56.16,57.32,57.21,57.43,25.83,22.53,28.86,28.16,34.21,22.61,7.95,12.48,3.7,1.14,2.08,0.25,2.29,4.1,0.59,5.87,3.45,8.06,79.34,84.11,81.725,63.8,59.79,61.795,65.27,65.3,65.285,46.96,40.83,52.6,9.53,2.15,18.3,20685.4,24538.5,15578.4,35.6,14.3,520,53.4,18.7,19.9,17.6,20.5,16,24.6,17.2,22.2,12.6,67.9,46.2,50.1,42.7
7,"Liguria",2021,9.97,"Nord Ovest",10.26,9.71,31.76,40.1,24.23,23.23,20.51,25.97,1513861,727333,786528,264.72,28.8,25.52,31.83,9.86,10.14,9.6,20.63,16.72,24.44,35.65,24.39,44.01,2.04,NA,NA,NA,NA,NA,NA,3,8.37,6.64,10.44,11.53,9.47,5.84,1.2,1.14,0.5,4.91,3.19,2.46,5.01,2.45,2.61,45.8,29.29,21.06,12.06,9.97,4.47,4.89,3.36,2.47,0.79,0.78,0.37,0.67,0.91,0.29,10.93,12.05,9.61,85.41,83.17,87.49,21.44,20.65,22.18,50.21,45.11,54.93,31.07,33.73,28.61,58.91,64.52,53.72,62.41,61.56,63.2,25.15,22.87,27.26,23.07,26.22,20.16,6.29,9.41,3.35,0.66,1.13,0.22,2.29,3.8,0.87,5.57,5.19,5.92,80.39,84.99,82.69,62.6,62.93,62.765,66.78,67.63,67.205,45.46,41.43,49.16,NA,NA,18.5,NA,NA,NA,37.7,16,543,55.2,18.3,20.5,16.2,18,15.1,20.8,15.1,19.1,11.4,56.7,46,48.8,43.4
7,"Liguria",2022,10.9,"Nord Ovest",11.95,9.95,33.25,37.51,29.37,21.17,26.47,15.94,1508432,726044,782388,269,28.87,25.65,31.86,9.61,9.93,9.31,21.03,17.14,24.87,34.66,21.79,44.24,2.05,NA,NA,NA,NA,NA,NA,3.2,6.96,5.54,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.41,10.99,9.72,81.73,80.23,83.11,22.65,21.79,23.45,49.06,41.93,55.67,28.08,30.75,25.61,60.44,65.12,56.11,60.38,58.41,62.2,30.96,29.06,32.72,29.53,37.66,21.99,7.95,12.03,4.12,1.09,1.91,0.32,2.43,3.73,1.21,7.3,5.09,9.3,80.39,84.99,82.69,60.62,57.67,59.145,65.89,65.96,65.925,45.13,38.62,51.15,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,23.1,26.6,19.9,17.2,12,22,17.4,22.6,12.6,NA,46.1,47.7,44.6
8,"Emilia-Romagna",2010,10.61,"Nord Est",11.21,10.05,35.72,44.12,27.89,23.13,27.95,18.22,4356043,2106582,2249461,169.94,22.63,19.84,25.25,10.45,10.6,10.31,2.38,1.89,2.85,27.65,15.03,37.02,2.3,76.16,80.35,72.26,11.79,10.87,12.64,3,5.62,4.58,6.89,10.86,11.45,6.38,2.24,2.39,1.27,3.08,2.67,1.86,3.62,2.37,2.36,39.25,32.31,23.12,13.76,13.19,7.14,4.2,3.82,2.49,1.04,1.19,0.56,0.88,1.32,0.34,12.33,13.19,11.21,81.34,79.15,83.4,26.23,26.29,26.17,56.48,50.39,62.22,26.39,29.21,23.74,67.32,70.14,64.67,52.97,53.33,52.63,29.24,24.85,33.38,25.81,30.76,21.15,10.33,16.82,4.23,0.91,1.61,0.26,3.96,7.51,0.62,5.4,3.49,7.18,80.02,84.91,82.465,60.72,58.28,59.5,64.84,63.54,64.19,43.99,38.81,48.9,7.85,2.08,NA,21447,25201.8,16911.8,NA,29.4,689,47.7,22.6,26.1,19.3,25.6,21.3,29.8,22.3,30.2,14.8,98.1,47,47.8,46.2
8,"Emilia-Romagna",2011,12.05,"Nord Est",14.04,10.21,36.17,42.93,29.92,26.57,28.03,25,4381455,2116903,2264552,169.3,22.73,20,25.27,11.41,11.43,11.39,2.24,1.82,2.63,27.34,14.61,36.83,2.3,77.79,81.92,73.95,12.59,11.53,13.56,2.8,5.23,4.36,6.29,10.87,11.1,6.32,2.12,2.26,1.14,3.02,2.64,1.77,4.06,2.55,2.54,39.75,31.88,22.85,14.09,13.05,7.15,4.26,3.68,2.56,0.88,0.97,0.5,0.87,1.31,0.34,12.29,13,11.42,82,77.79,85.95,21.97,21.23,22.66,58.15,53.88,62.15,26.43,30.35,22.76,66.21,71.33,61.41,54.2,55.1,53.35,30.53,26.11,34.65,26.41,30.04,23,10.22,16.72,4.11,0.84,1.48,0.23,3.28,5.78,0.93,6.01,4.32,7.58,80.32,84.93,82.625,60.92,56.94,58.93,65.14,63.5,64.32,43.69,40.32,46.88,7.69,2.15,43.4,21901,25830.8,17141.9,32.1,26.6,666,50.1,21.2,24.1,18.5,21.5,18.4,24.4,20.7,27.9,14,96.1,48.8,50.1,47.6
8,"Emilia-Romagna",2012,10.62,"Nord Est",11.63,9.67,33.66,43.01,24.93,17.83,20.91,14.8,4403386,2128285,2275101,170.25,22.98,20.3,25.49,10.43,10.08,10.77,19.04,15.84,21.84,28.19,14.13,38.72,2.29,78.59,82.5,74.96,13.27,12.08,14.38,2.9,6.98,6.29,7.8,10.63,10.73,6.14,2.11,2.19,1.11,3.17,2.75,1.79,4.14,2.47,2.57,41.73,32.83,23.5,14.04,13.25,6.81,4.42,3.87,2.49,0.9,0.98,0.5,0.94,1.45,0.37,12.27,12.93,11.4,83.56,81.28,85.7,21.83,22.07,21.6,55.66,50.11,60.86,26.59,31.32,22.15,63.8,70.3,57.7,50.63,51.63,49.69,31.1,27.62,34.36,25.6,31.92,19.69,10.43,16.53,4.7,0.65,1.28,0.06,3.02,5.44,0.75,5.31,3.52,6.97,80.19,84.92,82.555,60.28,59.58,59.93,65.87,64.07,64.97,43.79,37.93,49.32,7.89,2.2,43.3,22045,25955.1,17294.2,30.3,26.8,636,50.8,20.7,24.6,17.1,22.5,18.5,26.3,19.4,27.8,11.5,91.5,39,38.5,39.4
8,"Emilia-Romagna",2013,10.74,"Nord Est",12.07,9.52,34.32,43.72,25.75,24.33,28.16,19.7,4423850,2139652,2284198,171.48,23.21,20.56,25.69,11.07,10.7,11.42,19.81,16.5,22.71,28.74,17.13,37.51,2.31,79.71,79.71,83.69,13.47,13.47,12.17,2.7,8.36,7.29,9.65,10.49,10.33,6.03,1.94,1.99,1.02,2.89,2.46,1.67,4.05,2.34,2.54,39.11,30.52,21.72,12.83,11.83,6.21,4.02,3.27,2.39,0.73,0.79,0.4,0.82,1.22,0.36,11.4,11.92,10.66,82.64,79.04,86.02,19.09,20.02,18.22,56.49,50.86,61.77,27.89,30.76,25.2,61.62,66.09,57.43,52.87,53.85,51.96,31.21,27.77,34.44,26.1,31.36,21.17,9.22,14.7,4.11,0.47,0.84,0.13,3,5.27,0.87,6.68,5.44,7.84,80.54,85.07,82.805,61.74,59.02,60.38,65.95,68.38,67.165,43.12,38.91,47.1,7.8,2.2,43.3,22652.3,26589,17838.4,30.8,26.2,627,52.9,21.3,25.9,16.9,18.9,16.6,21,18.9,27.5,10.9,89.1,35.6,34.9,36.2
8,"Emilia-Romagna",2014,10.87,"Nord Est",10.76,10.98,37.37,45.33,29.95,22.7,27.35,18.03,4433309,2144334,2288976,173.43,23.47,20.84,25.92,12.01,11.69,12.32,20.77,17.41,23.76,28.77,17.9,37.03,2.32,80.59,84.53,76.96,14.16,13.12,15.12,2.7,8.31,7.34,9.5,10.54,10.4,5.94,2,2.1,1.02,2.95,2.31,1.75,4.04,2.38,2.43,37.73,28.49,20.82,12.2,11.06,5.75,3.9,3.32,2.2,0.78,0.84,0.44,0.86,1.23,0.39,12.31,13.46,10.83,84.27,82.14,86.29,19.61,18.65,20.52,61.54,56.29,66.51,25.02,28.11,22.09,61.72,65.93,57.74,53.04,54.01,52.12,31.98,29.15,34.67,26.04,28.82,23.41,10.07,15.64,4.84,0.62,1.13,0.14,2.64,4.63,0.76,6.1,4.77,7.34,80.98,85.38,83.18,61.32,57.63,59.475,66.59,66.5,66.545,45.38,39.17,51.25,7.75,2.2,43.7,23031.7,27030.7,18107.7,31.1,25.6,637,55.1,19.9,23.6,16.5,21.7,17.9,25.2,16.9,22.8,11.4,91.3,40.4,41.6,39.3
8,"Emilia-Romagna",2015,8.75,"Nord Est",9.82,7.77,36.26,44.87,28.31,25.1,28.23,21.85,4525663,2190428,2335235,175.34,23.64,21.04,26.08,12.06,11.63,12.47,1.91,1.58,2.19,28.52,17.23,37.14,2.28,81.16,85.14,77.5,15.08,13.73,16.32,2.8,7.74,6.59,9.13,10.38,9.91,5.9,1.87,1.91,0.94,3.21,2.76,1.7,4.84,2.74,2.93,40.21,29.04,21.94,12.41,10.72,5.9,4.36,3.54,2.5,0.71,0.71,0.43,0.78,1.12,0.34,11.39,13.04,9.44,85.07,82.62,87.36,18.67,20.45,17.01,58.2,53.24,62.85,27.83,31.13,24.74,58.47,61.08,56.03,53.25,54.2,52.37,31.89,29.33,34.29,25.72,30,21.71,10.46,16.19,5.1,0.53,1.05,0.05,2.94,5.06,0.96,4.94,3.04,6.69,80.87,84.95,82.91,62.59,59.29,60.94,65.13,64.73,64.93,46.34,41.52,50.87,7.75,2.28,43.9,23270.8,27289.5,18252.5,30.4,25.3,644,57.5,21.1,24.1,18.3,24.5,21.1,27.6,18.8,26.3,11.8,91.5,38.9,40.3,37.5
8,"Emilia-Romagna",2016,10.9,"Nord Est",12.2,9.71,35.32,42.91,28.36,24.15,30.08,17.57,4437624,2149801,2287824,177.65,23.8,21.22,26.23,12.02,11.56,12.45,22.07,18.5,25.18,29.96,18.17,38.99,2.25,82.25,85.72,79.05,15.45,13.93,16.85,2.9,6.94,6.03,8.03,10.32,10.21,6.41,1.8,1.85,1.03,3.05,2.58,1.9,5.12,2.97,3.56,38.08,30.92,22.8,11.1,11.06,5.58,4.16,3.67,2.53,0.73,0.78,0.44,0.84,1.25,0.31,11,12.37,9.25,84.34,81.67,86.83,20.17,19.01,21.25,63.6,58.86,68.01,25.65,28.95,22.57,58.26,64.41,52.53,57.04,57.24,56.86,31.92,29.07,34.58,31.08,37.44,25.15,10.89,17.64,4.54,0.59,0.98,0.22,2.96,5.08,0.97,5.87,4.28,7.34,81.17,85.31,83.24,62.49,62.19,62.34,66.75,65.7,66.225,44.48,39.03,49.62,7.59,2.23,43.8,23574.6,27550.1,18564.5,31.6,25.3,655,60.7,20.4,24.5,16.5,26.7,22.2,31,19.8,26.1,14,89.4,44.6,46.1,43.2
8,"Emilia-Romagna",2017,11.32,"Nord Est",13.07,9.72,37.55,43.95,31.68,21.94,21.83,22.07,4442844,2155629,2287215,180.04,23.9,21.32,26.34,11.89,11.4,12.36,22.78,19.13,25.95,29.89,18.13,38.95,2.23,83.29,86.51,80.31,15.79,14.33,17.15,2.7,6.53,5.33,7.96,10.12,10.35,5.98,1.77,1.95,0.92,3.17,2.82,1.81,5.62,3.37,3.8,38.6,30.79,22.9,11.28,11.07,5.54,4.17,3.41,2.64,0.67,0.77,0.35,0.93,1.41,0.35,10.51,11.18,9.72,86.17,85.51,86.79,18.15,19.1,17.26,61.34,56.52,65.86,26.71,28.78,24.78,58.38,65.21,51.98,54.51,55.79,53.31,31.04,27.6,34.26,28.62,33.89,23.68,10.47,15.78,5.5,0.74,1.51,0.02,2.19,3.74,0.74,6.49,5.24,7.65,81.21,85.37,83.29,62.93,59.87,61.4,66.02,62.85,64.435,46.74,42,51.21,7.55,2.26,43.8,23251.3,27255.1,18222.2,32,26.7,644,63.8,19.8,22.8,17.1,23.9,20.8,26.9,18.1,24.9,11.8,89.4,44,44.5,43.6
8,"Emilia-Romagna",2018,12.44,"Nord Est",12.95,11.96,33.94,42.71,25.76,21.79,21.05,22.54,4452687,2164413,2288274,182.51,23.98,21.39,26.44,12.03,11.59,12.44,23.05,19.18,26.46,30.92,20.91,38.66,2.21,84.23,87.14,81.52,16.71,15.19,18.12,2.8,5.85,4.66,7.28,10.42,10.28,6.14,1.79,1.91,0.93,3.08,2.84,1.67,5.61,3.46,3.68,36.58,28.09,21.81,10.3,9.84,5.12,4.19,3.59,2.52,0.7,0.82,0.36,0.77,1.1,0.35,11.33,12.1,10.43,85.06,83.09,86.89,19.45,19.73,19.2,56.26,52.24,60.03,25.51,29.01,22.23,56.24,59.5,53.19,55.47,55.12,55.81,27.37,23.79,30.72,29.68,32.58,26.97,11.19,17.17,5.58,0.67,1.21,0.16,2.33,3.99,0.77,5.62,4.37,6.77,81.5,85.58,83.54,60.14,58.41,59.275,65.11,66.02,65.565,47.33,42.24,52.15,7.6,2.24,43.8,23491.4,27503.3,18419.3,31.8,27.6,661,67.3,17.7,20,15.5,22.9,19.7,25.9,19.6,26.4,13.1,89.4,46,47.7,44.5
8,"Emilia-Romagna",2019,12.32,"Nord Est",12.36,12.28,36.64,43.76,30.03,22.01,24.06,19.84,4461786,2171714,2290072,185.62,24.1,21.52,26.56,11.86,11.49,12.22,23.09,19.28,26.49,31.66,22.66,38.64,2.2,85.19,88.34,82.27,17.29,15.48,18.97,2.7,5.54,4.64,6.61,10.17,9.93,5.95,1.8,1.95,0.9,3.07,2.68,1.68,5.85,3.51,3.76,36.69,27.91,21.42,10.03,9.39,4.9,4.24,3.5,2.57,0.67,0.73,0.36,0.8,1.12,0.36,10.89,11.69,9.81,84.84,82.85,86.74,21.02,23.22,18.93,54.64,49.71,59.33,24.22,26.83,21.74,57.54,60.96,54.28,57.33,58.34,56.37,28.92,25.33,32.34,30.84,35.35,26.54,10.48,15.95,5.32,0.71,1.27,0.17,2.25,3.84,0.75,6.52,5.01,7.93,81.65,85.68,83.665,60.55,58.88,59.715,67.04,63.99,65.515,47.12,40.2,53.69,7.58,2.25,43.8,23756.5,27811.1,18655.7,32.5,28.7,664,70.6,18.4,22.1,14.9,19.6,16.9,22.1,18.8,26.9,11.2,89.4,44.1,45.8,42.4
8,"Emilia-Romagna",2020,12.37,"Nord Est",13.61,11.23,36.18,42.7,30.1,25.05,32.58,17.37,4451528,2169885,2281644,188.6,24.18,21.61,26.62,12.08,11.69,12.44,23.21,19.37,26.64,28.18,17.39,36.56,2.24,85.49,88.62,82.58,17.43,15.81,18.93,1.7,5.72,4.76,6.89,9.83,9.51,5.72,1.61,1.66,0.85,3.74,3.09,2.13,5.67,3.29,3.69,37.72,27.89,21.95,9.99,9.5,4.71,4.15,3.5,2.41,0.66,0.77,0.33,0.82,1.2,0.32,10.62,11.59,9.47,82.85,81.44,84.18,21.12,21.96,20.32,57.04,54.09,59.84,23.71,27.36,20.24,56.83,59.64,54.18,57.54,58.03,57.08,26.88,23.91,29.69,30.26,35.65,25.16,10.14,14.88,5.69,1.14,1.99,0.35,3.09,5.46,0.87,4.18,2.84,5.43,80.34,84.83,82.585,63.62,63.02,63.32,65.79,64.95,65.37,41.55,37.04,45.83,8.62,2.25,44.2,22651.1,26588.7,17644.4,32.8,28.4,639,72.2,20.6,23.5,17.8,23.1,20.5,25.6,21.5,27.9,15.4,89.4,48.2,48.8,47.5
8,"Emilia-Romagna",2021,12.04,"Nord Est",11.86,12.22,31.97,39.77,24.63,25.49,26.4,24.61,4432152,2164762,2267390,191.68,24.27,21.72,26.71,12.63,12.38,12.88,22.83,18.93,26.4,26.91,15.4,35.83,2.28,NA,NA,NA,NA,NA,NA,2.6,5.47,4,7.23,9.61,9.11,5.64,1.48,1.5,0.79,3.33,2.84,1.78,5.19,2.69,3.58,35.94,26.53,20.93,9.22,8.69,4.39,4.4,3.64,2.57,0.64,0.69,0.35,0.77,1.21,0.24,10.86,12.03,9.26,83.84,81.58,85.98,20.97,21.84,20.15,52.33,48.21,56.21,25.67,28.13,23.35,56.01,61.64,50.71,61.51,62.23,60.82,26.77,24.2,29.19,27.99,33.57,22.74,9.15,13.39,5.15,0.65,1.05,0.27,2.35,4.02,0.77,5.1,3.96,6.17,80.82,85.1,82.96,62.99,59.52,61.255,63.42,61.96,62.69,43.18,37.66,48.42,NA,NA,45,NA,NA,NA,34.4,30.9,641,72.2,18.5,22.1,15.1,21.5,18.1,24.7,16.8,21.7,12.1,87.2,47.7,49,46.4
8,"Emilia-Romagna",2022,11.45,"Nord Est",12.8,10.18,35.48,42.78,28.63,25.62,29.44,21.61,4431472,2167271,2264202,196.04,24.43,21.91,26.84,12.4,12.24,12.57,22.46,18.61,26.04,27.08,16.43,35.38,2.26,NA,NA,NA,NA,NA,NA,3,5.02,4.07,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,11.88,9.42,83.35,81.3,85.33,18.54,18.69,18.4,55.14,51.11,59.03,23.96,24.83,23.13,56.12,60.57,51.83,58.93,58.46,59.39,28.49,26.43,30.47,29.76,34.87,24.83,11.57,15.78,7.57,0.85,1.57,0.16,2.23,3.85,0.7,5.03,4.13,5.87,80.82,85.1,82.96,61.47,58.42,59.945,64.83,65.68,65.255,44.36,39.64,48.87,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA,22.4,26.4,18.7,21.4,19.9,22.8,16.2,22.1,10.6,NA,48.7,49.4,48.1
9,"Toscana",2010,8.86,"Centro",10.13,7.7,34.46,41.48,28.1,19.28,22.75,15.52,3716428,1786015,1930413,184.02,23.47,20.64,26.1,9.06,8.99,9.12,5.27,4.22,6.24,28.41,17.42,36.48,2.37,73.55,78.72,68.83,11.2,10.5,11.85,3.5,6.04,4.88,7.55,10.9,10.88,6.3,2.33,2.58,1.16,3.52,2.81,2.11,2.55,1.53,1.7,42.46,34.18,24.15,12.8,12.25,6.24,4.31,3.79,2.53,1.03,1.06,0.64,0.69,1.07,0.25,12.64,13.49,11.52,85.87,84.35,87.28,24.42,22.67,26.02,55.25,49.11,60.91,29.47,33.15,26.07,72.39,76.53,68.58,60.53,60.88,60.2,29.93,25.74,33.79,25.78,31.33,20.67,5.67,9.5,2.18,0.67,1.24,0.16,3.51,5.92,1.31,5.86,4.41,7.18,80.15,84.99,82.57,62.41,60.23,61.32,66.13,66.55,66.34,41.19,37.68,44.46,8.35,1.83,NA,19496,22919.8,15340.3,NA,21,676,36.6,23.1,27.3,19.1,25,20,29.7,23.8,31.5,16.6,90.7,44.5,44.1,44.9
9,"Toscana",2011,8.71,"Centro",9.82,7.69,35.19,43.14,27.97,24.46,25.65,23.2,3729899,1791593,1938307,184.8,23.7,20.92,26.27,9.82,9.65,9.97,4.96,4.03,5.79,28.11,18.42,35.26,2.36,74.5,79.53,69.93,11.76,10.89,12.55,3.3,6.33,5.28,7.69,10.99,10.9,6.13,2.27,2.46,1.08,3.45,2.66,2.08,2.78,1.44,1.86,42.08,32.75,23.51,13.32,12.07,6.59,4.2,3.59,2.47,0.95,0.99,0.55,0.69,1.12,0.19,12.97,14.24,11.35,84.35,80.44,87.94,19.85,19,20.64,55.03,51.24,58.51,31.2,36.16,26.65,69.92,72.88,67.21,56.72,55.88,57.49,36.43,31.91,40.56,23.44,28.4,18.88,5.78,8.8,3.02,0.61,1.17,0.11,3.33,5.7,1.16,7.12,4.79,9.24,80.28,84.9,82.59,61.75,59.4,60.575,66.86,64.36,65.61,42.33,36.17,48.06,8.33,1.95,23.7,19728,23225.5,15522.6,32.5,20.3,636,38.4,23.4,27.2,19.8,20.6,16.6,24.3,20.1,27.4,13.4,90.3,45.7,48,43.7
9,"Toscana",2012,8.83,"Centro",9.15,8.54,36.48,45.15,28.63,25.9,35.15,15.96,3738536,1795753,1942784,186.82,24.05,21.31,26.58,8.77,8.38,9.13,28.35,22.71,33.12,27.32,17.03,34.96,2.34,75.64,79.98,71.67,12.41,11.35,13.38,3.6,7.79,6.45,9.48,11.24,10.98,6.22,2.17,2.25,1.04,3.8,2.9,2.24,2.95,1.65,1.87,43.34,33.07,23.62,12.98,12,6.01,4.46,3.57,2.63,0.84,0.9,0.45,0.79,1.28,0.24,13.08,14.15,11.83,83.39,80.71,85.89,19.52,19.87,19.2,56.29,49.53,62.6,29.95,33.24,26.89,71.4,74.99,68.05,57.75,55.72,59.64,35.87,32.06,39.43,24.88,28.77,21.25,5.09,8.41,2.08,0.7,1.33,0.13,2.8,5.02,0.78,5.45,3.65,7.1,80.09,84.82,82.455,60.39,60.97,60.68,66.63,67.61,67.12,39.6,35.27,43.63,8.11,1.93,23.6,19737,23183,15620.8,30.4,21.8,603,40,24.5,27.8,21.4,20.4,17.2,23.3,19.5,27.1,12.4,86.1,32.3,33.3,31.4
9,"Toscana",2013,9.98,"Centro",12.07,8.08,35.07,41.98,28.75,24.61,34.03,15.18,3743915,1798732,1945184,189.01,24.36,21.65,26.86,9.42,9.02,9.8,28.45,22.6,33.44,27.73,15.38,36.95,2.33,75.99,75.99,80.2,12.7,12.7,11.56,3.2,8.68,7.51,10.11,10.53,10.24,5.77,2.01,1.97,1.07,3.64,2.75,2.14,2.95,1.54,1.85,41.54,31.56,22.24,12.26,11.18,5.65,4.12,3.28,2.42,0.8,0.79,0.49,0.78,1.16,0.3,12.63,14.23,10.32,85.01,83.42,86.48,18.3,17.35,19.18,49.22,42.31,55.64,31.32,35.07,27.83,67.3,71.44,63.45,54.36,53.97,54.73,37.03,33.9,39.94,24.33,28.07,20.86,6.1,8.97,3.47,0.93,1.5,0.4,2.78,4.78,0.94,6.42,4.18,8.45,80.48,85.07,82.775,60.68,59.01,59.845,66.06,65.39,65.725,43.56,39.3,47.52,8.15,1.98,23.5,19985.5,23424.5,15912.1,31.4,21.6,597,42,23,27.9,18.4,17.7,14.9,20.4,20.1,27.4,13.4,91.3,35.6,36,35.2
